room_id,bed_id,care_center_id
r-idn-iii-5988,b-idn-9749,cc-idn-1
r-idn-i-1430,b-idn-9750,cc-idn-1
r-idn-iii-1138,b-idn-9752,cc-idn-2
r-idn-iii-4859,b-idn-9780,cc-idn-1
r-idn-iii-4058,b-idn-9791,cc-idn-1
r-idn-i-8300,b-idn-9797,cc-idn-1
r-idn-iii-5231,b-idn-9810,cc-idn-1
r-idn-iii-6062,b-idn-9815,cc-idn-2
r-idn-iii-7740,b-idn-9817,cc-idn-1
r-idn-vvip-9322,b-idn-9817,cc-idn-2
r-idn-ii-2453,b-idn-9826,cc-idn-2
r-idn-ii-5407,b-idn-9833,cc-idn-1
r-idn-vip-1567,b-idn-9854,cc-idn-1
r-idn-i-8639,b-idn-9856,cc-idn-2
r-idn-vip-9786,b-idn-9858,cc-idn-2
r-idn-i-3819,b-idn-9879,cc-idn-2
r-idn-iii-2218,b-idn-9902,cc-idn-1
r-idn-ii-0308,b-idn-9909,cc-idn-1
r-idn-i-2023,b-idn-9914,cc-idn-2
r-idn-iii-1558,b-idn-9915,cc-idn-2
r-idn-ii-4674,b-idn-9923,cc-idn-1
r-idn-i-4475,b-idn-9926,cc-idn-1
r-idn-ii-6710,b-idn-9931,cc-idn-1
r-idn-iii-2648,b-idn-9934,cc-idn-1
r-idn-ii-3476,b-idn-9945,cc-idn-1
r-idn-iii-5419,b-idn-9953,cc-idn-1
r-idn-ii-6753,b-idn-9961,cc-idn-2
r-idn-iii-2981,b-idn-9966,cc-idn-2
r-idn-ii-8358,b-idn-9975,cc-idn-2
r-idn-ii-5942,b-idn-9991,cc-idn-2
r-idn-i-0157,b-idn-9994,cc-idn-1
r-idn-ii-9330,b-idn-9995,cc-idn-1
